Genreid,Day 
3333,night,32795
14162,day,32796
13697,day,32797
4243,day,32798
5251,night,32799
13539,day,32800
9965,day,32801
8652,day,32802
7801,night,32803
12894,day,32804
15283,day,32805
6203,night,32806
8694,night,32807
5226,day,32808
14210,day,32809
96,night,32810
10304,night,32811
527,day,32812
400,night,32813
5546,night,32814
7114,day,32815
2846,day,32816
12754,day,32817
15480,day,32818
14415,night,32819
16723,day,32820
6374,day,32821
550,day,32822
6385,night,32823
11951,day,32824
7587,day,32825
5250,day,32826
6063,day,32827
10253,day,32828
6576,day,32829
3473,night,32830
11285,night,32831
16320,day,32832
9436,day,32833
15836,day,32834
4495,day,32835
3221,night,32836
11872,day,32837
2903,day,32838
366,day,32839
4136,day,32840
426,night,32841
10871,night,32842
1907,night,32843
11649,night,32844
11928,night,32845
9806,day,32846
10083,day,32847
4203,day,32848
10123,day,32849
2427,day,32850
12189,day,32851
14124,night,32852
3621,day,32853
2670,night,32854
8668,night,32855
12963,night,32856
9420,night,32857
12129,night,32858
6848,night,32859
1841,day,32860
12868,day,32861
13460,night,32862
9562,night,32863
6080,night,32864
2845,night,32865
11624,day,32866
12523,day,32867
8980,day,32868
6688,day,32869
15997,day,32870
2122,day,32871
359,night,32872
14490,day,32873
15912,night,32874
12818,night,32875
9208,night,32876
2903,night,32877
2351,night,32878
15938,day,32879
12427,night,32880
9898,day,32881
7109,day,32882
4124,day,32883
16497,day,32884
8286,night,32885
5425,night,32886
7007,night,32887
11396,day,32888
8078,day,32889
12295,day,32890
11785,night,32891
2080,night,32892
12831,night,32893
1278,day,32894
2368,night,32895
9860,night,32896
5881,day,32897
12391,day,32898
8231,night,32899
4142,day,32900
5535,night,32901
11105,day,32902
7701,night,32903
381,day,32904
13336,night,32905
13488,day,32906
1278,night,32907
16337,day,32908
9109,day,32909
3482,day,32910
15435,day,32911
5217,day,32912
2262,day,32913
14923,night,32914
10050,day,32915
14925,night,32916
10608,day,32917
10390,night,32918
3604,night,32919
5975,night,32920
4529,day,32921
12645,day,32922
527,day,32923
1704,night,32924
1562,day,32925
10524,day,32926
4593,night,32927
14426,night,32928
11769,night,32929
16438,day,32930
6421,day,32931
16292,day,32932
15338,night,32933
5183,day,32934
543,day,32935
2812,day,32936
712,day,32937
2899,day,32938
15498,night,32939
9965,day,32940
12700,day,32941
10011,day,32942
3372,night,32943
11853,day,32944
4152,night,32945
7444,night,32946
4124,night,32947
5165,day,32948
8964,day,32949
11458,night,32950
3647,day,32951
9782,day,32952
4918,day,32953
8123,day,32954
1487,day,32955
6772,night,32956
4516,day,32957
4938,day,32958
6253,day,32959
53,night,32960
8465,night,32961
10161,night,32962
6540,day,32963
7130,day,32964
14280,night,32965
15594,day,32966
1290,night,32967
3859,night,32968
558,day,32969
7060,night,32970
2032,day,32971
9063,night,32972
13727,night,32973
3719,night,32974
9961,night,32975
8036,day,32976
13583,day,32977
15645,night,32978
16274,night,32979
14895,night,32980
2470,day,32981
8830,night,32982
6761,night,32983
5287,night,32984
9768,day,32985
3292,day,32986
13954,day,32987
12968,night,32988
12478,night,32989
15883,day,32990
14551,day,32991
9587,night,32992
16166,day,32993
6246,night,32994
1380,day,32995
6920,day,32996
6447,day,32997
1967,night,32998
2147,night,32999
16620,day,33000
1325,night,33001
658,night,33002
7075,night,33003
11307,day,33004
6118,day,33005
11663,day,33006
8390,day,33007
8288,day,33008
15134,day,33009
1149,night,33010
15846,day,33011
11969,night,33012
5483,night,33013
9922,day,33014
7197,day,33015
1579,day,33016
11587,day,33017
13939,day,33018
4461,day,33019
16329,day,33020
1355,night,33021
10861,day,33022
4971,day,33023
10293,day,33024
13616,night,33025
2453,night,33026
12325,day,33027
639,day,33028
13025,day,33029
3437,night,33030
6581,night,33031
7157,night,33032
8684,night,33033
12141,day,33034
13756,day,33035
8548,day,33036
11298,night,33037
3989,day,33038
12423,night,33039
14740,night,33040
14862,day,33041
7946,day,33042
8783,night,33043
12400,day,33044
6969,night,33045
10436,night,33046
8664,day,33047
6101,night,33048
11029,night,33049
13203,day,33050
1439,night,33051
7911,night,33052
11946,night,33053
12645,night,33054
8000,night,33055
4662,day,33056
11770,day,33057
7018,day,33058
7592,day,33059
11867,night,33060
4238,day,33061
5445,night,33062
6343,night,33063
6076,night,33064
14456,day,33065
5720,day,33066
13521,day,33067
13573,day,33068
6378,day,33069
10349,day,33070
13872,day,33071
9925,day,33072
14642,day,33073
1273,night,33074
16396,day,33075
13459,night,33076
13791,day,33077
12978,night,33078
14579,night,33079
5312,day,33080
16103,day,33081
2909,day,33082
15078,night,33083
15140,day,33084
12660,day,33085
15244,day,33086
14748,night,33087
15771,day,33088
13706,night,33089
12426,night,33090
4942,night,33091
4972,night,33092
7594,day,33093
617,day,33094
13046,night,33095
8483,day,33096
4399,night,33097
4407,day,33098
13500,night,33099
11559,night,33100
11867,day,33101
10867,day,33102
1092,night,33103
12827,day,33104
7680,day,33105
14793,day,33106
7596,night,33107
14994,day,33108
6193,day,33109
13147,day,33110
906,day,33111
3368,day,33112
2800,night,33113
14862,day,33114
13778,day,33115
9138,day,33116
12937,night,33117
2578,night,33118
10535,day,33119
9768,night,33120
12042,day,33121
6881,day,33122
3720,night,33123
1104,day,33124
2149,night,33125
10894,day,33126
6726,day,33127
16154,day,33128
2546,day,33129
1056,day,33130
9421,day,33131
9367,day,33132
1567,day,33133
6552,night,33134
12695,day,33135
13576,day,33136
747,day,33137
16092,day,33138
6024,night,33139
4334,night,33140
8775,day,33141
3707,day,33142
2958,day,33143
15532,day,33144
9058,night,33145
8360,day,33146
16227,night,33147
10873,day,33148
138,day,33149
9012,day,33150
6476,day,33151
3384,day,33152
9485,night,33153
8141,night,33154
9168,night,33155
11590,day,33156
11094,day,33157
656,night,33158
5203,night,33159
668,day,33160
12478,day,33161
2220,day,33162
12420,night,33163
349,day,33164
10480,day,33165
11543,day,33166
12706,day,33167
2155,night,33168
14271,night,33169
16730,day,33170
14024,night,33171
11594,day,33172
9957,day,33173
7901,day,33174
11715,day,33175
3401,day,33176
12672,day,33177
464,day,33178
10614,day,33179
10172,day,33180
6585,night,33181
5472,day,33182
3959,day,33183
6012,day,33184
5691,day,33185
3178,night,33186
9666,night,33187
13113,night,33188
16011,day,33189
6250,night,33190
2422,day,33191
257,day,33192
10698,day,33193
2060,night,33194
7696,day,33195
15099,night,33196
14482,day,33197
16407,night,33198
7666,day,33199
1368,night,33200
3584,day,33201
7894,night,33202
15385,night,33203
12388,day,33204
4262,day,33205
11357,night,33206
7048,night,33207
2947,day,33208
12811,day,33209
14833,day,33210
2533,day,33211
15708,day,33212
14807,night,33213
5793,day,33214
5256,day,33215
9428,night,33216
6168,day,33217
3547,day,33218
1207,day,33219
10467,day,33220
3358,night,33221
2004,night,33222
5598,night,33223
13406,night,33224
2998,night,33225
5289,night,33226
8487,night,33227
11761,night,33228
10836,night,33229
10882,night,33230
7775,day,33231
5562,day,33232
8521,day,33233
3240,night,33234
14323,night,33235
15143,day,33236
15576,night,33237
5817,day,33238
14777,night,33239
11440,day,33240
15527,day,33241
3704,day,33242
6478,night,33243
12992,day,33244
12565,night,33245
6450,day,33246
205,night,33247
240,day,33248
16093,day,33249
12269,day,33250
16033,night,33251
5339,day,33252
1632,day,33253
8547,day,33254
4343,night,33255
7760,night,33256
1950,night,33257
1204,night,33258
4838,night,33259
12834,day,33260
5655,night,33261
11557,day,33262
1828,day,33263
14038,day,33264
1993,night,33265
1104,day,33266
8830,night,33267
15767,day,33268
14761,day,33269
16523,night,33270
9346,night,33271
11465,night,33272
9059,day,33273
9460,day,33274
14345,day,33275
3147,night,33276
1398,day,33277
4416,day,33278
779,night,33279
2126,day,33280
11237,day,33281
11597,night,33282
6304,day,33283
7867,day,33284
9328,night,33285
3574,day,33286
13016,day,33287
6705,day,33288
16705,day,33289
7878,night,33290
13155,night,33291
8687,day,33292
10291,day,33293
3136,night,33294
845,night,33295
6168,day,33296
16560,day,33297
7833,night,33298
11193,night,33299
11284,day,33300
8405,day,33301
429,night,33302
2466,day,33303
10145,day,33304
11545,night,33305
1766,day,33306
16347,day,33307
5587,night,33308
2290,night,33309
11213,day,33310
15087,day,33311
15719,day,33312
15420,day,33313
7779,night,33314
11753,night,33315
16218,night,33316
7298,day,33317
14350,day,33318
5786,night,33319
9043,night,33320
13476,day,33321
2136,day,33322
6787,night,33323
11374,night,33324
3864,day,33325
6183,day,33326
3121,night,33327
2332,night,33328
29,night,33329
13033,night,33330
70,night,33331
13080,day,33332
6400,night,33333
15975,day,33334
6766,day,33335
4843,night,33336
11944,night,33337
12553,night,33338
16455,day,33339
15509,day,33340
15783,day,33341
2969,day,33342
4385,day,33343
2421,night,33344
8484,night,33345
12990,day,33346
13810,day,33347
5681,day,33348
12949,night,33349
1459,day,33350
501,night,33351
11112,night,33352
16731,day,33353
6363,day,33354
6885,day,33355
8444,night,33356
6850,day,33357
1886,day,33358
7767,day,33359
5771,night,33360
617,night,33361
6622,night,33362
558,day,33363
12758,night,33364
15775,day,33365
7816,day,33366
14175,night,33367
13221,day,33368
12747,night,33369
10685,day,33370
4463,night,33371
7066,day,33372
13081,night,33373
258,night,33374
9401,day,33375
3729,night,33376
2071,day,33377
3873,night,33378
1822,night,33379
5580,day,33380
7594,night,33381
469,day,33382
5983,day,33383
13974,day,33384
3729,night,33385
9116,day,33386
6696,night,33387
13447,day,33388
15418,day,33389
9084,day,33390
6437,day,33391
11680,night,33392
11820,day,33393
14966,day,33394
12246,day,33395
2315,night,33396
13156,night,33397
10539,day,33398
3305,night,33399
3032,day,33400
10872,day,33401
1659,night,33402
13008,night,33403
10445,day,33404
524,day,33405
5314,night,33406
4887,night,33407
3719,day,33408
15017,day,33409
5818,day,33410
13890,night,33411
9895,night,33412
7920,night,33413
10935,night,33414
10853,day,33415
12669,day,33416
13618,day,33417
12367,night,33418
13752,night,33419
633,day,33420
13985,night,33421
2186,day,33422
10474,day,33423
16219,day,33424
1453,night,33425
9795,day,33426
7777,day,33427
12423,night,33428
7640,night,33429
3209,night,33430
12344,day,33431
8432,day,33432
7929,night,33433
2689,night,33434
4407,night,33435
3111,day,33436
1262,night,33437
13070,day,33438
1419,night,33439
10571,night,33440
12225,night,33441
12347,night,33442
13053,night,33443
7220,day,33444
3672,day,33445
15812,night,33446
14076,night,33447
16418,day,33448
15329,night,33449
10535,day,33450
10841,day,33451
6111,day,33452
2604,night,33453
5610,day,33454
1547,day,33455
11336,day,33456
7632,night,33457
7352,night,33458
16301,night,33459
2945,day,33460
2950,night,33461
9594,day,33462
571,night,33463
1989,day,33464
4800,night,33465
13494,day,33466
4911,day,33467
8887,day,33468
13822,night,33469
1168,day,33470
8233,day,33471
15896,night,33472
9506,night,33473
3131,night,33474
12998,night,33475
15058,night,33476
4458,day,33477
12341,day,33478
11630,day,33479
6823,night,33480
16139,day,33481
14775,day,33482
84,day,33483
9787,night,33484
2744,night,33485
12378,day,33486
15384,night,33487
13314,day,33488
7597,day,33489
402,day,33490
4583,night,33491
1352,day,33492
2511,day,33493
4889,day,33494
16238,day,33495
2288,night,33496
9223,day,33497
13209,day,33498
3032,day,33499
7737,night,33500
11136,night,33501
5991,night,33502
1958,day,33503
3713,day,33504
2634,day,33505
4491,day,33506
7204,day,33507
3208,day,33508
6670,day,33509
804,day,33510
11615,night,33511
5235,night,33512
