Genreid,Day 
6200,Tuesday
15881,Saturday
14464,Wednesday
613,Friday
11983,Tuesday
15402,Monday
5018,Saturday
56,Friday
14686,Saturday
1402,Thursday
16243,Sunday
1160,Tuesday
7450,Wednesday
6853,Saturday
9842,Wednesday
5695,Friday
3051,Thursday
3475,Saturday
8834,Friday
13244,Tuesday
13137,Saturday
6889,Friday
16071,Sunday
10745,Thursday
12765,Monday
5383,Thursday
15759,Saturday
1728,Wednesday
12586,Wednesday
2435,Wednesday
4551,Wednesday
10313,Wednesday
9570,Saturday
1713,Thursday
1348,Tuesday
7196,Wednesday
4399,Sunday
7114,Tuesday
8504,Tuesday
14224,Friday
15512,Monday
1388,Saturday
2386,Wednesday
137,Monday
12092,Wednesday
4104,Sunday
5349,Wednesday
9065,Friday
10495,Saturday
1789,Monday
14742,Thursday
10493,Saturday
9863,Wednesday
1558,Thursday
11224,Sunday
2605,Tuesday
15380,Saturday
16046,Sunday
936,Monday
13106,Monday
9734,Friday
5625,Monday
12357,Thursday
1621,Saturday
11749,Sunday
6185,Wednesday
9896,Friday
6377,Friday
15675,Wednesday
2485,Sunday
15844,Sunday
6157,Sunday
9150,Wednesday
13679,Friday
13503,Sunday
11784,Monday
1680,Saturday
1489,Tuesday
14951,Tuesday
1848,Sunday
11860,Saturday
9726,Thursday
4618,Saturday
10703,Tuesday
8093,Saturday
12636,Sunday
954,Thursday
2907,Thursday
456,Monday
9607,Monday
263,Tuesday
16698,Saturday
3953,Monday
13164,Wednesday
12199,Tuesday
16533,Saturday
11582,Friday
2442,Tuesday
54,Monday
6521,Thursday
6628,Thursday
9804,Wednesday
16146,Monday
13318,Tuesday
14838,Wednesday
9511,Tuesday
10335,Thursday
7203,Friday
9494,Wednesday
2384,Saturday
3534,Tuesday
2015,Saturday
16318,Friday
709,Thursday
724,Monday
9155,Sunday
16548,Wednesday
4161,Thursday
6687,Thursday
14902,Sunday
7057,Friday
12810,Saturday
3200,Sunday
13703,Monday
12193,Wednesday
9096,Wednesday
9277,Sunday
2206,Sunday
13401,Monday
11635,Monday
8819,Thursday
2135,Friday
12229,Thursday
4566,Friday
12687,Monday
15562,Wednesday
12687,Sunday
6053,Monday
16045,Thursday
6306,Wednesday
8347,Monday
12593,Wednesday
14982,Wednesday
6550,Wednesday
12129,Monday
15930,Monday
561,Sunday
1505,Tuesday
6050,Thursday
13390,Sunday
7284,Tuesday
5219,Monday
13914,Wednesday
2325,Tuesday
16005,Saturday
7816,Thursday
4328,Thursday
13724,Monday
1346,Wednesday
6482,Thursday
16242,Tuesday
5742,Thursday
14761,Thursday
2214,Monday
601,Friday
9420,Tuesday
1114,Saturday
1095,Monday
16199,Tuesday
699,Wednesday
4813,Saturday
10569,Friday
11058,Tuesday
13290,Tuesday
14123,Friday
8244,Wednesday
15764,Thursday
10510,Tuesday
5365,Saturday
3663,Saturday
1257,Tuesday
8660,Thursday
661,Sunday
4520,Saturday
10374,Monday
5728,Tuesday
9760,Sunday
12591,Wednesday
846,Monday
6508,Friday
1708,Friday
6760,Saturday
6453,Tuesday
16575,Monday
10621,Friday
8596,Wednesday
8883,Thursday
16504,Friday
8792,Monday
11207,Saturday
10067,Saturday
14253,Monday
15977,Sunday
8491,Saturday
15703,Thursday
8710,Wednesday
15360,Monday
5229,Wednesday
5507,Tuesday
12673,Friday
12566,Monday
10601,Friday
11164,Sunday
13359,Saturday
13396,Thursday
10373,Sunday
1354,Tuesday
8682,Tuesday
515,Wednesday
7504,Thursday
1624,Thursday
8161,Monday
10191,Friday
13964,Sunday
12427,Friday
3470,Monday
16523,Monday
14276,Monday
11763,Thursday
5032,Friday
744,Thursday
4120,Friday
6137,Thursday
4677,Friday
6863,Wednesday
9822,Sunday
12949,Friday
15935,Friday
16080,Monday
14939,Tuesday
400,Wednesday
10743,Wednesday
8545,Thursday
12581,Friday
4017,Wednesday
15752,Thursday
4702,Monday
9935,Saturday
7042,Monday
2057,Saturday
12495,Thursday
16030,Monday
3402,Monday
13363,Friday
1106,Monday
8350,Saturday
5429,Saturday
10536,Monday
13439,Monday
9587,Sunday
6415,Saturday
8100,Wednesday
3301,Tuesday
11159,Sunday
12625,Sunday
11099,Monday
5799,Tuesday
12523,Thursday
10521,Friday
7333,Tuesday
14048,Sunday
4374,Wednesday
1491,Monday
14620,Monday
1723,Tuesday
6411,Tuesday
5794,Wednesday
16066,Tuesday
8364,Tuesday
5231,Friday
912,Sunday
10297,Sunday
102,Saturday
14879,Wednesday
14603,Sunday
16224,Tuesday
1264,Monday
6508,Saturday
8494,Friday
16421,Wednesday
3612,Wednesday
2707,Sunday
13728,Monday
10469,Tuesday
12459,Thursday
1793,Tuesday
1496,Tuesday
2330,Tuesday
490,Wednesday
14970,Sunday
5871,Wednesday
15908,Monday
9170,Monday
1468,Sunday
16416,Saturday
7605,Tuesday
9838,Tuesday
7098,Sunday
6160,Sunday
7401,Sunday
14313,Monday
11155,Monday
1963,Wednesday
396,Sunday
11170,Wednesday
2417,Wednesday
4941,Friday
8224,Tuesday
8372,Friday
12616,Friday
12096,Thursday
555,Thursday
8742,Thursday
13245,Tuesday
10498,Tuesday
1595,Wednesday
9464,Tuesday
3179,Tuesday
12749,Friday
24,Thursday
4358,Wednesday
8006,Sunday
2872,Thursday
7330,Monday
5057,Wednesday
669,Friday
1809,Tuesday
965,Sunday
12431,Sunday
14333,Tuesday
16042,Saturday
337,Friday
8436,Monday
5335,Friday
2144,Friday
2245,Sunday
12588,Friday
7951,Monday
12704,Saturday
9439,Sunday
6486,Friday
15616,Sunday
13434,Sunday
9375,Saturday
11620,Wednesday
2160,Monday
15861,Thursday
9304,Sunday
2618,Monday
529,Friday
6199,Tuesday
8332,Monday
9394,Sunday
15195,Thursday
12786,Tuesday
13195,Wednesday
9946,Wednesday
4208,Thursday
14036,Tuesday
14684,Sunday
9864,Monday
5567,Monday
6537,Friday
3592,Sunday
2925,Thursday
7374,Wednesday
10679,Saturday
6358,Monday
2164,Saturday
13337,Sunday
16391,Monday
15305,Friday
16697,Tuesday
7499,Thursday
7879,Friday
1221,Monday
5601,Monday
7199,Tuesday
5134,Saturday
15664,Tuesday
6739,Sunday
15651,Tuesday
6298,Saturday
10617,Wednesday
3030,Wednesday
12162,Friday
5368,Sunday
14084,Friday
6863,Sunday
2242,Thursday
12251,Sunday
12861,Sunday
4174,Thursday
14450,Thursday
3795,Saturday
5378,Monday
2503,Tuesday
8239,Thursday
13479,Monday
13555,Saturday
3891,Sunday
13545,Thursday
14242,Friday
3926,Tuesday
6273,Saturday
2281,Saturday
4734,Friday
8824,Monday
129,Saturday
9345,Monday
8502,Thursday
14611,Sunday
15794,Wednesday
6403,Saturday
2175,Sunday
10098,Thursday
1893,Wednesday
8709,Thursday
10102,Thursday
6613,Sunday
9692,Wednesday
1787,Saturday
13565,Saturday
14863,Wednesday
7488,Sunday
5013,Tuesday
8256,Wednesday
9016,Wednesday
13096,Sunday
204,Thursday
11923,Saturday
13317,Friday
4081,Saturday
15932,Sunday
14984,Friday
5441,Friday
9673,Friday
14600,Friday
11664,Saturday
1588,Thursday
15550,Monday
2482,Friday
7446,Saturday
16334,Saturday
16144,Friday
6545,Sunday
10721,Monday
16632,Monday
7121,Wednesday
13193,Wednesday
11286,Thursday
7594,Friday
2891,Friday
1454,Monday
16355,Sunday
11727,Wednesday
10043,Sunday
12090,Thursday
2007,Saturday
14168,Wednesday
9131,Wednesday
16039,Thursday
7379,Monday
1559,Wednesday
16390,Tuesday
9738,Thursday
846,Thursday
9010,Thursday
10234,Tuesday
6139,Sunday
705,Monday
13850,Sunday
2301,Monday
9875,Friday
2985,Sunday
322,Tuesday
3877,Friday
12517,Saturday
11794,Monday
9804,Sunday
4467,Wednesday
9313,Saturday
9856,Friday
6651,Friday
4689,Saturday
13489,Sunday
13489,Sunday
4039,Monday
47,Friday
1839,Friday
16208,Tuesday
16227,Sunday
15518,Thursday
3821,Sunday
629,Wednesday
15481,Friday
2023,Saturday
4602,Tuesday
14676,Sunday
1997,Thursday
14620,Monday
10763,Wednesday
1502,Friday
15297,Monday
1007,Sunday
2943,Tuesday
3763,Thursday
8981,Tuesday
11858,Wednesday
15315,Tuesday
7199,Friday
3822,Sunday
11617,Wednesday
10542,Thursday
1489,Thursday
924,Saturday
14667,Wednesday
15831,Thursday
3821,Wednesday
653,Friday
15307,Saturday
3946,Sunday
1433,Monday
6600,Friday
9785,Friday
11213,Wednesday
14425,Friday
4141,Sunday
12546,Thursday
11403,Saturday
793,Sunday
6966,Tuesday
14490,Wednesday
11225,Wednesday
4908,Friday
6222,Thursday
16277,Tuesday
1934,Sunday
11975,Sunday
86,Thursday
10939,Friday
14310,Friday
8630,Thursday
953,Wednesday
3810,Sunday
8956,Tuesday
8970,Friday
9125,Friday
8925,Sunday
5213,Friday
16704,Friday
2252,Tuesday
807,Thursday
12712,Monday
988,Tuesday
8778,Saturday
3990,Friday
10329,Friday
922,Friday
11197,Sunday
8798,Sunday
905,Saturday
1484,Sunday
10339,Wednesday
14602,Tuesday
9775,Saturday
7575,Saturday
1981,Monday
9070,Monday
10426,Tuesday
5920,Monday
8612,Tuesday
1276,Saturday
13398,Tuesday
9908,Wednesday
7500,Monday
12621,Friday
4509,Saturday
10634,Tuesday
7513,Sunday
7010,Thursday
6471,Sunday
6713,Tuesday
6212,Saturday
5430,Monday
3173,Monday
5678,Monday
16559,Thursday
14362,Tuesday
12077,Wednesday
489,Sunday
11822,Sunday
7540,Monday
16290,Saturday
3307,Wednesday
4095,Tuesday
4366,Wednesday
2473,Tuesday
12971,Tuesday
7491,Thursday
10694,Tuesday
4455,Sunday
11260,Tuesday
3820,Sunday
2212,Tuesday
14928,Monday
3175,Wednesday
3760,Monday
562,Thursday
14987,Tuesday
3148,Monday
988,Wednesday
4231,Sunday
12468,Monday
4027,Tuesday
15246,Tuesday
13732,Friday
16059,Tuesday
11501,Saturday
7914,Monday
10475,Friday
8204,Friday
12086,Tuesday
5838,Monday
12447,Saturday
3386,Wednesday
14300,Friday
14845,Wednesday
12898,Wednesday
13511,Monday
3600,Monday
7545,Monday
379,Tuesday
8784,Sunday
12220,Friday
1823,Thursday
6707,Sunday
889,Monday
4036,Tuesday
4747,Wednesday
2199,Wednesday
12443,Saturday
12522,Saturday
15360,Thursday
5987,Wednesday
13225,Monday
5338,Friday
15325,Wednesday
4110,Wednesday
11180,Saturday
12124,Tuesday
7746,Friday
10087,Wednesday
4505,Saturday
10163,Tuesday
7916,Wednesday
6076,Wednesday
5784,Saturday
7701,Tuesday
11797,Thursday
6895,Monday
11620,Saturday
3930,Saturday
6970,Monday
2172,Tuesday
9555,Monday
16215,Thursday
1714,Saturday
16449,Thursday
7727,Friday
14433,Wednesday
10520,Saturday
1131,Wednesday
6013,Saturday
4147,Sunday
15878,Wednesday
7194,Monday
8084,Tuesday
14647,Sunday
8984,Thursday
10738,Wednesday
15524,Sunday
8787,Thursday
915,Saturday
4162,Thursday
8901,Friday
6354,Friday
4896,Friday
9414,Wednesday
8112,Monday
6490,Thursday
2680,Friday
5612,Thursday
9882,Saturday
11527,Tuesday
10592,Wednesday
14189,Friday
539,Saturday
13949,Tuesday
2535,Sunday
8349,Saturday
11710,Saturday
10256,Monday
8747,Tuesday
14402,Saturday
215,Thursday
13860,Sunday
11421,Monday
11367,Tuesday
6529,Tuesday
14536,Wednesday
15224,Tuesday
7374,Saturday
13311,Tuesday
11068,Thursday
11750,Friday
11657,Monday
7368,Sunday
2188,Sunday
1927,Tuesday
8104,Tuesday
11213,Saturday
2637,Friday
15874,Thursday
15001,Tuesday
14947,Tuesday
16218,Monday
3058,Sunday
15741,Thursday
13226,Thursday
3671,Monday
16553,Monday
8983,Saturday
873,Tuesday
2935,Wednesday
4567,Sunday
8131,Sunday
9007,Wednesday
9653,Friday
16311,Friday
5987,Monday
4080,Sunday
14921,Thursday
11983,Thursday
3578,Friday
868,Wednesday
6785,Friday
6304,Sunday
16609,Monday
3799,Sunday
550,Monday
7688,Wednesday
9908,Thursday
16343,Monday
5012,Saturday
9788,Saturday
3938,Wednesday
6593,Sunday
11376,Saturday
8605,Friday
6261,Monday
8929,Tuesday
4580,Friday
14433,Saturday
5109,Sunday
5514,Saturday
9686,Sunday
11649,Monday
2724,Wednesday
10068,Friday
1100,Friday
8646,Sunday
13802,Friday
6936,Tuesday
7596,Saturday
4173,Monday
3716,Monday
9990,Thursday
16613,Friday
12984,Wednesday
9352,Monday
3820,Sunday
12029,Thursday
13786,Thursday
15230,Wednesday
15576,Wednesday
4007,Saturday
11354,Sunday
12930,Saturday
7201,Wednesday
7021,Thursday
10071,Wednesday
3459,Thursday
2265,Tuesday
14163,Monday
14508,Wednesday
2472,Saturday
4326,Saturday
2909,Tuesday
12586,Saturday
1189,Wednesday
16476,Friday
12134,Tuesday
8681,Tuesday
5049,Tuesday
11365,Wednesday
7199,Sunday
14486,Thursday
3669,Tuesday
6305,Monday
8741,Saturday
15685,Wednesday
8436,Saturday
6815,Monday
2392,Sunday
1903,Monday
1680,Thursday
10223,Sunday
1454,Wednesday
1300,Wednesday
12701,Wednesday
11423,Wednesday
12595,Friday
4252,Friday
4423,Thursday
15695,Monday
3166,Sunday
16255,Thursday
7845,Friday
13337,Wednesday
1415,Thursday
14848,Sunday
7211,Friday
14868,Monday
16729,Wednesday
4369,Friday
13603,Wednesday
15096,Saturday
2427,Wednesday
10105,Sunday
6640,Friday
3043,Sunday
6706,Wednesday
10107,Monday
7692,Thursday
11217,Monday
5297,Saturday
7693,Sunday
5583,Thursday
12465,Friday
4025,Thursday
14383,Monday
6911,Wednesday
559,Wednesday
16609,Sunday
1698,Wednesday
7516,Wednesday
12143,Tuesday
8235,Saturday
15833,Tuesday
9497,Thursday
7737,Wednesday
10661,Monday
7738,Thursday
13170,Monday
8271,Tuesday
4228,Thursday
2520,Wednesday
11822,Friday
11954,Monday
4159,Wednesday
60,Tuesday
16409,Monday
16130,Thursday
6008,Monday
7171,Sunday
13127,Wednesday
11254,Friday
13321,Tuesday
11269,Wednesday
904,Sunday
1992,Saturday
6999,Tuesday
2133,Saturday
16199,Tuesday
15498,Sunday
11042,Tuesday
15881,Saturday
6156,Saturday
5463,Thursday
15138,Tuesday
813,Friday
16017,Tuesday
7733,Sunday
9057,Sunday
3771,Wednesday
748,Tuesday
8347,Saturday
14444,Monday
1255,Wednesday
12302,Tuesday
10610,Friday
15430,Thursday
3893,Saturday
8309,Thursday
11158,Saturday
2413,Sunday
4169,Tuesday
15611,Monday
5805,Wednesday
15493,Thursday
5048,Saturday
11532,Thursday
9326,Sunday
7544,Friday
2119,Thursday
11635,Thursday
10136,Tuesday
13022,Wednesday
15324,Saturday
7582,Sunday
1289,Saturday
11164,Friday
11745,Thursday
9401,Thursday
6414,Friday
13885,Friday
13382,Tuesday
12655,Saturday
2222,Sunday
14853,Sunday
14006,Monday
15431,Saturday
4910,Friday
3063,Saturday
8179,Wednesday
1034,Tuesday
5274,Sunday
14458,Friday
15355,Friday
6677,Tuesday
447,Friday
5146,Monday
10002,Friday
6154,Friday
8847,Monday
12737,Wednesday
356,Thursday
10270,Tuesday
4489,Wednesday
1191,Saturday
294,Tuesday
3875,Thursday
7429,Monday
10153,Tuesday
9862,Thursday
2079,Sunday
12397,Saturday
15327,Tuesday
3719,Sunday
5398,Wednesday
13589,Sunday
6929,Sunday
12320,Thursday
11400,Tuesday
8791,Tuesday
7525,Wednesday
6111,Sunday
2872,Monday
14940,Saturday
3468,Friday
6122,Tuesday
2006,Thursday
11727,Tuesday
11322,Wednesday
10610,Friday
9165,Saturday
12797,Wednesday
10525,Wednesday
15646,Wednesday
8664,Thursday
141,Sunday
16158,Wednesday
5557,Sunday
14646,Thursday
8936,Sunday
13897,Sunday
14252,Sunday
3935,Thursday
5291,Saturday
3916,Tuesday
14357,Tuesday
10617,Saturday
14894,Sunday
9960,Friday
14829,Friday
7859,Saturday
11447,Wednesday
14776,Sunday
6049,Monday
6658,Sunday
6343,Thursday
2613,Tuesday
4971,Monday
10977,Saturday
7011,Friday
10495,Tuesday
5331,Wednesday
4831,Saturday
2981,Thursday
6203,Saturday
13981,Wednesday
3939,Saturday
12769,Sunday
13057,Thursday
5874,Monday
4059,Saturday
2766,Saturday
9697,Friday
11371,Saturday
713,Friday
15255,Sunday
142,Thursday
3707,Friday
1805,Wednesday
7030,Monday
6679,Friday
8119,Tuesday
14403,Friday
9206,Sunday
10501,Saturday
79,Sunday
768,Monday
8638,Monday
6770,Tuesday
1760,Sunday
4650,Monday
14729,Saturday
266,Thursday
1405,Monday
9713,Saturday
9333,Sunday
6621,Tuesday
4155,Wednesday
12486,Thursday
11567,Friday
5278,Wednesday
12695,Sunday
15452,Wednesday
13194,Friday
10878,Monday
14442,Wednesday
13498,Sunday
13632,Sunday
5603,Monday
13598,Monday
8732,Sunday
7155,Tuesday
868,Thursday
2351,Saturday
7674,Friday
3076,Sunday
11662,Sunday
5199,Monday
4156,Tuesday
7976,Thursday
4242,Thursday
5256,Wednesday
7803,Sunday
13983,Monday
3502,Monday
5849,Friday
4017,Saturday
7906,Sunday
14176,Wednesday
15659,Thursday
8376,Sunday
13083,Friday
10510,Friday
9068,Monday
4352,Wednesday
3079,Tuesday
4070,Thursday
2024,Wednesday
3236,Thursday
9189,Thursday
228,Tuesday
14452,Sunday
946,Saturday
11845,Wednesday
16537,Sunday
781,Wednesday
5102,Thursday
7131,Friday
12429,Monday
900,Monday
5037,Friday
1234,Thursday
5033,Monday
11727,Friday
9501,Friday
4652,Thursday
2145,Saturday
1580,Friday
4942,Friday
4889,Saturday
15095,Sunday
8159,Monday
8957,Wednesday
7648,Thursday
1904,Wednesday
14752,Tuesday
13056,Tuesday
14965,Tuesday
4038,Saturday
6739,Saturday
7804,Sunday
14946,Friday
818,Thursday
13243,Monday
11974,Wednesday
7085,Saturday
12389,Thursday
13533,Wednesday
10844,Thursday
10276,Tuesday
8638,Saturday
11942,Saturday
13204,Friday
5329,Wednesday
1318,Tuesday
15818,Friday
9049,Thursday
11148,Sunday
